file_id,label,load_hp,fault_diameter_mils,time_mean,time_std,time_rms,time_peak,time_kurtosis,time_skewness,time_variance,time_crest_factor,time_shape_factor,time_impulse_factor,time_margin_factor,order_f_rot_h1,order_f_rot_h2,order_f_rot_h3,order_BPFO_h1,order_BPFO_h2,order_BPFO_h3,order_BPFI_h1,order_BPFI_h2,order_BPFI_h3,order_BSF_h1,order_BSF_h2,order_BSF_h3,envelope_BPFO_h1,envelope_BPFO_h2,envelope_BPFO_h3,envelope_BPFI_h1,envelope_BPFI_h2,envelope_BPFI_h3,envelope_BSF_h1,envelope_BSF_h2,envelope_BSF_h3
..\..\data\raw\12k_Drive_End_Bearing_Fault_Data\B\007\118_0.mat,B,0,7.0,0.012607048538945311,0.13866162366530224,0.13923355755837463,0.6070200798403194,-0.015283977273415239,-0.008853864452206987,0.019227045877497906,4.359725417354665,1.252614821365184,5.461056674900188,6.446439588219316,0.00043343380516601204,0.0002882910021196859,0.0005725729033629217,0.0003853083873014996,0.0007969610192316425,0.0009217286038573741,0.009620248507905235,0.0009217286038573741,0.00025643357468318963,1.996017510624978e-05,0.0003251581534464186,0.00011642378556495585,0.0019513589541402723,0.003906576071591927,0.0008101326865823967,0.0023267897222061275,0.0008101326865823967,0.0005780576016845876,0.003207992773956257,0.0006806209230000587,0.000860692341101659
..\..\data\raw\12k_Drive_End_Bearing_Fault_Data\B\007\119_1.mat,B,1,7.0,0.0038918351975728966,0.13901385542053493,0.13906832270537547,0.6596490618762475,-0.0362458698935999,0.007453332605849807,0.019324851998881388,4.743345206435041,1.2504169931647728,5.9311594506156915,6.990525201675517,0.0003081185719902211,0.00037493241321390284,0.0003890343270836396,0.00046100331091908164,0.000851259240243808,0.0010349468941184433,0.00924660538665969,0.0010349468941184433,0.004424174246847694,8.948457763474314e-05,0.0005275634715121608,6.169046045532434e-05,0.003323979915432734,0.0030194336851180476,0.0005792994103048498,0.0030935446008005145,0.0005792994103048498,0.0009009678757116406,0.0019543968354399327,0.0004407730209543082,0.0006066387804271065
..\..\data\raw\12k_Drive_End_Bearing_Fault_Data\B\007\120_2.mat,B,2,7.0,0.004564114986322725,0.14718109062277251,0.14725184067615982,0.6045835528942115,-0.1685866511405183,0.027123576753414525,0.02166227343690878,4.1057792562316555,1.2442129649419096,5.108463781827669,6.009732251973108,0.0001153063674427923,0.00038001517144906793,0.0003415527609815524,0.0003578363278668571,0.0009420825009421728,0.0010716361717389206,0.008894945543700385,0.0010716361717389206,0.0004259832816338365,4.350612254367066e-05,0.00018493787279363173,8.277406917040411e-05,0.004000951619792508,0.001746697003671658,0.0007695609668486952,0.003650260389070954,0.0007695609668486952,0.0013044218487673535,0.0023772416011818257,0.0005013418103258016,0.0006591358302559423
..\..\data\raw\12k_Drive_End_Bearing_Fault_Data\B\007\121_3.mat,B,3,7.0,0.004199704983399223,0.1535774376611685,0.15363484917334896,0.720562235528942,-0.11027028480249834,0.02041248381394642,0.023586029358570095,4.69009628610517,1.246846781069258,5.847831457273176,6.886993068248937,3.293970768451622e-05,0.0003091320918777725,0.00034653611181025543,0.00035952983054346786,0.0007259686352620239,0.0007804762797851362,0.012684583708317059,0.0002622298422737712,0.000716929375210284,7.607761362637889e-05,0.0003032087620045583,0.00010089193186301168,0.0019739115374384467,0.00250629315879679,0.0014814518253836587,0.003462734871146782,0.0004181611319179256,0.0002593813060853713,0.001581380366875189,0.0009834411826177276,0.00047380760674739264
..\..\data\raw\12k_Drive_End_Bearing_Fault_Data\B\014\185_0.mat,B,0,14.0,0.004687847769163018,0.15264165334126276,0.15271362169584307,2.2781526946107786,14.769216979779063,0.225131853012617,0.02329947433475423,14.917809356477813,1.5202643884795721,22.679014318929088,28.76941211524728,0.0010020073889627369,0.0005484359831240301,0.0001474679825345031,0.000323800558698185,0.0011859731201695285,0.0010866751472570126,0.01028693785138352,0.0010866751472570126,0.0004698076210231565,2.7263213315511257e-05,0.00042215835009993234,0.00047559235487086717,0.002752149126986012,0.0021294121237161955,0.0011995481592415747,0.0020251654748816334,0.0011995481592415747,0.0007247083535928654,0.0029875373030958502,0.004423319174879754,0.0019392774259402016
..\..\data\raw\12k_Drive_End_Bearing_Fault_Data\B\014\186_1.mat,B,1,14.0,0.004524908126695452,0.1408052640028766,0.14087795130706157,1.3397649500998003,5.837060167401953,0.01565250543775545,0.019826122370919776,9.510110969530643,1.4337672133362258,13.635285303399012,17.055303261114823,0.0006151519021190736,0.00036187274449764193,0.00013049749337398737,0.0002957245306474034,0.001066019487836498,0.0009386246070656483,0.008528749153681962,0.0009386246070656483,0.002930419256935191,3.805130380319146e-05,0.0006496130366825739,0.0004505540539858207,0.0024403251123406105,0.0012295398837822464,0.000778427766856229,0.00158026624790718,0.0007831151035088632,0.0007200029791411735,0.0021697069193942547,0.002020671164709486,0.0010816548986758159
..\..\data\raw\12k_Drive_End_Bearing_Fault_Data\B\014\187_2.mat,B,2,14.0,0.004579320217186272,0.14338404064989638,0.14345714791094472,1.8390905389221557,6.7522497536630794,0.1432727639573125,0.020558983113091137,12.819790200004574,1.4215200273850601,18.22358851630826,22.739800008757577,0.0004573505793657952,0.0003901187630523879,0.00010819178289932013,0.0004068915142603638,0.0009271268484256297,0.0013203690481752028,0.010555536985040883,0.0013203690481752028,0.0008929815246630697,4.761143560790383e-05,0.00035298903624105915,7.371716208339414e-05,0.0016542129059703462,0.00113059987729982,0.0006966525619578433,0.0015216232856325666,0.0008150031909992827,0.0006362186211014475,0.00206409866140702,0.002100054363275461,0.0011530631568802579
..\..\data\raw\12k_Drive_End_Bearing_Fault_Data\B\014\188_3.mat,B,3,14.0,0.004535467952873973,0.13361739428910718,0.13369434739794453,1.9891805988023952,11.858722825401534,0.1637665356118326,0.01785360805661073,14.87856919535028,1.4542741677326207,21.63751883378208,26.921590864861155,0.00018461218102680023,0.00026987859427449965,4.432519043614663e-05,0.0003654458766166227,0.0008068319249597208,0.0008595822036514729,0.011379646041830038,0.00043748157952153507,0.0012466807467598948,5.242878021654243e-05,0.00041781873971023743,9.706446899517777e-05,0.001992154172357526,0.001251422962344473,0.0008854963654985544,0.0017337179119151019,0.0008854963654985544,0.0004891814877813327,0.002900679455410174,0.002032879253768708,0.001251422962344473
..\..\data\raw\12k_Drive_End_Bearing_Fault_Data\B\021\222_0.mat,B,0,21.0,0.021386886852406948,0.1339168524056972,0.13561387203190883,1.6595997205588824,5.548545077023443,0.03270872667326891,0.01793372335824929,12.237684063442671,1.3425292464078213,16.429448763591843,19.878972790885012,0.0003887571549619953,0.0006312191793817415,0.00019196132994526297,0.0005270516193517238,0.0007860869778025019,0.0016922800664462608,0.008937013049684557,0.0016922800664462608,0.0006320216618214013,4.5851508337206223e-05,0.0007269672212688094,0.00011240652052448408,0.0011541045053699817,0.0007356850341508664,0.001908666515041143,0.005501365178999836,0.001908666515041143,0.0006099442411738128,0.0027119175414947786,0.0030109580200783723,0.0007024340860617345
..\..\data\raw\12k_Drive_End_Bearing_Fault_Data\B\021\223_1.mat,B,1,21.0,0.004299993602986384,0.12897839638768582,0.12905005493886756,1.4747485429141716,6.407288927011509,-0.006821875642930872,0.016635426734739008,11.42772502965108,1.3613624438590857,15.557275674235989,18.876863911472547,0.0003292662452488964,0.0003035598585185678,0.00015357508834183431,0.0004980268904834845,0.00078613157696461,0.0012736028136916355,0.011041893106298337,0.0012736028136916355,0.008644828942850185,4.1345484463389176e-05,0.00031979290509374166,0.00041360333814825117,0.0011357303449130267,0.0006895807284488919,0.0009828118972343052,0.0042435546769716516,0.002103085135291091,0.0002559240085317956,0.0025601924160708854,0.00445944058237095,0.0009704891064382401
